doc_id,doc_type,doc_date,doc_name,plan_desc,physical_index,date_edited,has_water,has_sewer,has_drainage,has_easement,has_street,has_utilities,has_addressing,is_as_built,needs_rescan,needs_delete,water_size,water_material,sewer_size,sewer_material,server_location
817,Construction,7/1/1987,,Wise Field + Parks,D-82,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
818,Construction,6/1/1987,,10th NE Street park + Parks,D-83,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
819,Construction,7/1/1987,,Record Park Area + Parks,D-84,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
820,Construction,1/1/2002,,WTP Area + Aerial Photo - Small Picture,D-85,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
821,Construction,4/25/1994,,Wal-Mart Supercenter + Final Plat,DD-1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
822,Construction,11/1/1992,,Price\Sherman\Jackson + PHA Plans - 3 Sites,DD-2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
823,Construction,10/1/1992,,Woodard's Lift Station + Lift Station,DD-3,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
824,Construction,9/1/1995,,WRSB 01-93 + Booster Pump Stat,DD-4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
825,Construction,9/1/1995,,"""Booster Sta to Campbell Soup + 42"""" RCCP Treated Water""",DD-5,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
826,Construction,12/1/1994,,3435 + Extension,DD-6,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
827,Construction,,,Water Treatment Plant + Expansion vol. 1,DD-7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
828,Construction,1/1/1996,,Boyd's Jewelers + Site,DD-8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
829,Construction,2/25/1997,,+,DD-9,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
830,Construction,2/1/1996,,"""330' East + 8""""""",DD-10,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
831,Construction,4/1/1997,,Public Works Office + Slab Drawing,DD-13,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
832,Construction,10/1/1999,,#NAME?,DD-16,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
833,Construction,3/1/1993,,#NAME?,DD-17,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
834,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Key,E-0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
835,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-1,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
836,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-2,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
837,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-3,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
838,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-4,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
839,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-5,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
840,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-6,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
841,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-7,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
842,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-8,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
843,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-9,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
844,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-10,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
845,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-11,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
846,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-12,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
847,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-13,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
848,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-14,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
849,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-15,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
850,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-16,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
851,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-17,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
852,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-18,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
853,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-19,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
854,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-20,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
855,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-21,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
856,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-22,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
857,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-23,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
858,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-24,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
859,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-25,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
860,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-26,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
861,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-27,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
862,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-29,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
863,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-30,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
864,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-31,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
865,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-32,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
866,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-33,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
867,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-34,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
868,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-35,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
869,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-36,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
870,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-37,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
871,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-38,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
872,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-39,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
873,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-40,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
874,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-41,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
875,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-42,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
876,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-43,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
877,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-44,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
878,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-45,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
879,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-46,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
880,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-47,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
881,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-48,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
882,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-49,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
883,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-50,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
884,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-51,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
885,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-52,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
886,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-53,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
887,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-54,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
888,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-55,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
889,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-56,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
890,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-57,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
891,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-58,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
892,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-59,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
893,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-60,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
894,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-61,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
895,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-62,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
896,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-63,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
897,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-64,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
898,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-65,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
899,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-66,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
900,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-67,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
901,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-68,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
902,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-69,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
903,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-70,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
904,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-71,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
905,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-72,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
906,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-73,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
907,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-74,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
908,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-75,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
909,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-76,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
910,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-77,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
911,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-78,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
912,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-79,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
913,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-80,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
914,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-81,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
915,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-82,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
916,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-83,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
917,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-84,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
918,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-85,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
919,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-86,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
920,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-87,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
921,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-88,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
922,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-89,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
923,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-90,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
924,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-91,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
925,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-92,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
926,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-93,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
927,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-94,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
928,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-95,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
929,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-96,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
930,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-97,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
931,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-98,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
932,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-99,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
933,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-100,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
934,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-101,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
935,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-102,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
936,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-103,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
937,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-104,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
938,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-105,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
939,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-106,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
940,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-107,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
941,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-108,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
942,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-109,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
943,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-110,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
944,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-111,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
945,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-112,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
946,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-113,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
947,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-114,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
948,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-115,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
949,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-116,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
950,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-117,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
951,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-118,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
952,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-119,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
953,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-120,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
954,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-121,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
955,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-122,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
956,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-123,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
957,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-124,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
958,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-125,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
959,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-126,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
960,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-127,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
961,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-128,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
962,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-129,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
963,Construction,4/1/1977,,City of Paris + Infiltration Flow Survey Map,E-130,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
964,Construction,1/1/1946,,City of Paris + Sanborn Maps (Old Insurance Map),E-131,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
